[2026-07-01T00:01:55.292Z] GET file:///C:/Users/juanc/OneDrive/Documentos/GitHub/Do-aSol/Fotos%20Dona%20sol/Ideal.JPG → 200 (8ms, 31414B)
[2026-07-01T00:01:55.292Z] GET file:///C:/Users/juanc/OneDrive/Documentos/GitHub/Do-aSol/Fotos%20Dona%20sol/Cera.JPG → 200 (8ms, 26687B)
[2026-07-01T00:01:55.292Z] GET file:///C:/Users/juanc/OneDrive/Documentos/GitHub/Do-aSol/Fotos%20Dona%20sol/Desengrasante.JPG → 200 (13ms, 31909B)
[2026-07-01T00:01:55.293Z] GET file:///C:/Users/juanc/OneDrive/Documentos/GitHub/Do-aSol/Fotos%20Dona%20sol/Alcohol.JPG → 200 (12ms, 20887B)
[2026-07-01T00:01:55.293Z] GET file:///C:/Users/juanc/OneDrive/Documentos/GitHub/Do-aSol/Fotos%20Dona%20sol/Soda.JPG → 200 (12ms, 30741B)
[2026-07-01T00:01:55.293Z] GET file:///C:/Users/juanc/OneDrive/Documentos/GitHub/Do-aSol/Fotos%20Dona%20sol/Hipoclorito.JPG → 200 (12ms, 31183B)
[2026-07-01T00:01:55.293Z] GET file:///C:/Users/juanc/OneDrive/Documentos/GitHub/Do-aSol/Fotos%20Dona%20sol/Perfumador.JPG → 200 (13ms, 22635B)
[2026-07-01T00:01:55.293Z] GET file:///C:/Users/juanc/OneDrive/Documentos/GitHub/Do-aSol/Fotos%20Dona%20sol/Emulsion_Neumaticos-removebg-preview.png → 200 (13ms, 90432B)
[2026-07-01T00:01:55.293Z] GET file:///C:/Users/juanc/OneDrive/Documentos/GitHub/Do-aSol/Fotos%20Dona%20sol/Emulsion_plasticos-removebg-preview.png → 200 (13ms, 85633B)
[2026-07-01T00:01:55.293Z] GET file:///C:/Users/juanc/OneDrive/Documentos/GitHub/Do-aSol/Fotos%20Dona%20sol/Mulcit-removebg-preview.png → 200 (13ms, 89533B)
[2026-07-01T00:01:55.293Z] GET file:///C:/Users/juanc/OneDrive/Documentos/GitHub/Do-aSol/Fotos%20Dona%20sol/Esencia.jpg → 200 (14ms, 16804B)
[2026-07-01T00:01:55.293Z] GET file:///C:/Users/juanc/OneDrive/Documentos/GitHub/Do-aSol/Fotos%20Dona%20sol/Rejillas.JPG → 200 (14ms, 50707B)
[2026-07-01T00:01:55.293Z] GET file:///C:/Users/juanc/OneDrive/Documentos/GitHub/Do-aSol/Fotos%20Dona%20sol/Pa%C3%B1os%20de%20piso.JPG → 200 (14ms, 41857B)
[2026-07-01T00:01:55.293Z] GET file:///C:/Users/juanc/OneDrive/Documentos/GitHub/Do-aSol/Fotos%20Dona%20sol/Franelas.JPG → 200 (14ms, 34033B)
[2026-07-01T00:01:55.293Z] GET file:///C:/Users/juanc/OneDrive/Documentos/GitHub/Do-aSol/Fotos%20Dona%20sol/Guantes%20Negros.jpg → 200 (15ms, 52510B)
[2026-07-01T00:01:55.293Z] GET file:///C:/Users/juanc/OneDrive/Documentos/GitHub/Do-aSol/Fotos%20Dona%20sol/Guantes%20amarillos.jpeg → 200 (15ms, 94125B)
